gene_symbol	wikipedia_daily_page_views	wikipedia_daily_page_views_change_from_previous_day	view_rank	view_rank_delta
MIR4639	0	0	21981	-3
MIR4651	0	0	21982	-3
MIR451B	0	0	21983	-3
MIR4508	0	0	21984	-3
MIR4522	0	0	21985	-3
MIR4540	0	0	21986	-3
MIR3974	0	0	21987	-3
MIR4503	0	0	21988	-3
MIR4788	0	0	21989	-3
MIR4738	0	0	21990	-3
MIR4766	0	0	21991	-3
MIR4645	0	0	21992	-3
MIR4676	0	0	21993	-3
MIR4495	0	0	21994	-3
MIR4665	0	0	21995	-3
MIR4475	0	0	21996	-3
MIR4791	0	0	21997	-3
MIR4690	0	0	21998	-3
MIR4510	0	0	21999	-3
MIR4740	0	0	22000	-3
MIR4764	0	0	22001	-3
MIR4678	0	0	22002	-3
MIR3977	0	0	22003	-3
MIR4419B	0	0	22004	-3
MIR4450	0	0	22005	-3
MIR4710	0	0	22006	-3
MIR4674	0	0	22007	-3
MIR548X2	0	0	22008	-3
MIR3688-2	0	0	22009	-3
MIR4499	0	0	22010	-3
MIR548AE1	0	0	22011	-3
MIR378H	0	0	22012	-3
MIR4757	0	0	22013	-3
MIR4666A	0	0	22014	-3
MIR4472-2	0	0	22015	-3
MIR4650-1	0	0	22016	-3
MIR3973	0	0	22017	-3
MIR4478	0	0	22018	-3
MIR4749	0	0	22019	-3
MIR4750	0	0	22020	-3
MIR4781	0	0	22021	-3
MIR4777	0	0	22022	-3
MIR4664	0	0	22023	-3
MIR4493	0	0	22024	-3
MIR4481	0	0	22025	-3
MIR378G	0	0	22026	-3
MIR4682	0	0	22027	-3
MIR1245B	0	0	22028	-3
MIR4460	0	0	22029	-3
MIR4636	0	0	22030	-3
MIR4484	0	0	22031	-3
MIR4424	0	0	22032	-3
MIR4491	0	0	22033	-3
MIR4650-2	0	0	22034	-3
MIR4716	0	0	22035	-3
MIR3689C	0	0	22036	-3
MIR4790	0	0	22037	-3
MIR548AB	0	0	22038	-3
MIR4747	0	0	22039	-3
MIR4794	0	0	22040	-3
MIR548AE2	0	0	22041	-3
MIR4435-2	0	0	22042	-3
MIR4638	0	0	22043	-3
MIR3689D2	0	0	22044	-3
MIR4426	0	0	22045	-3
MIR4649	0	0	22046	-3
MIR548AI	0	0	22047	-3
MIR4659A	0	0	22048	-3
MIR4451	0	0	22049	-3
MIR4670	0	0	22050	-3
MIR4642	0	0	22051	-3
MIR4532	0	0	22052	-3
MIR4531	0	0	22053	-3
MIR3591	0	0	22054	-3
MIR4800	0	0	22055	-3
MIR4730	0	0	22056	-3
MIR4775	0	0	22057	-3
MIR4533	0	0	22058	-3
MIR4735	0	0	22059	-3
MIR4785	0	0	22060	-3
MIR4425	0	0	22061	-3
MIR4688	0	0	22062	-3
MIR4771-1	0	0	22063	-3
MIR4746	0	0	22064	-3
MIR4659B	0	0	22065	-3
MIR4770	0	0	22066	-3
MIR4438	0	0	22067	-3
MIR4492	0	0	22068	-3
MIR4803	0	0	22069	-3
MIR4784	0	0	22070	-3
MIR4671	0	0	22071	-3
MIR4456	0	0	22072	-3
MIR4509-3	0	0	22073	-3
MIR4675	0	0	22074	-3
MIR4732	0	0	22075	-3
MIR4654	0	0	22076	-3
MIR3064	0	0	22077	-3
MIR4463	0	0	22078	-3
MIR4427	0	0	22079	-3
MIR4773-1	0	0	22080	-3
MIR4657	0	0	22081	-3
MIR4444-1	0	0	22082	-3
MIR4712	0	0	22083	-3
MIR4440	0	0	22084	-3
MIR4681	0	0	22085	-3
MIR4696	0	0	22086	-3
MIR4691	0	0	22087	-3
MIR4515	0	0	22088	-3
MIR4518	0	0	22089	-3
MIR4521	0	0	22090	-3
MIR4443	0	0	22091	-3
MIR5047	0	0	22092	-3
MIR4711	0	0	22093	-3
MIR4692	0	0	22094	-3
MIR4462	0	0	22095	-3
MIR4761	0	0	22096	-3
MIR4535	0	0	22097	-3
MIR4727	0	0	22098	-3
MIR4786	0	0	22099	-3
MIR4773-2	0	0	22100	-3
MIR4434	0	0	22101	-3
MIR4744	0	0	22102	-3
MIR4689	0	0	22103	-3
MIR4703	0	0	22104	-3
MIR4707	0	0	22105	-3
MIR4748	0	0	22106	-3
MIR4694	0	0	22107	-3
MIR5096	0	0	22108	-3
MIR548AM	0	0	22109	-3
MIR4672	0	0	22110	-3
MIR4644	0	0	22111	-3
MIR4431	0	0	22112	-3
MIR4714	0	0	22113	-3
MIR4418	0	0	22114	-3
MIR4801	0	0	22115	-3
MIR4449	0	0	22116	-3
MIR4632	0	0	22117	-3
MIR4658	0	0	22118	-3
MIR548AG2	0	0	22119	-3
MIR4780	0	0	22120	-3
MIR4725	0	0	22121	-3
MIR548AG1	0	0	22122	-3
MIR4687	0	0	22123	-3
MIR4497	0	0	22124	-3
MIR548H5	0	0	22125	-3
MIR4476	0	0	22126	-3
MIR4693	0	0	22127	-3
MIR5095	0	0	22128	-3
MIR4745	0	0	22129	-3
MIR3689E	0	0	22130	-3
MIR4452	0	0	22131	-3
MIR4656	0	0	22132	-3
MIR4520-2	0	0	22133	-3
MIR4767	0	0	22134	-3
MIR4429	0	0	22135	-3
MIR4488	0	0	22136	-3
MIR4776-2	0	0	22137	-3
MIR4432	0	0	22138	-3
MIR4715	0	0	22139	-3
MIR4442	0	0	22140	-3
MIR4494	0	0	22141	-3
MIR4635	0	0	22142	-3
MIR4479	0	0	22143	-3
MIR4685	0	0	22144	-3
MIR4751	0	0	22145	-3
MIR4470	0	0	22146	-3
MIR4447	0	0	22147	-3
MIR4698	0	0	22148	-3
MIR4517	0	0	22149	-3
MIR548AK	0	0	22150	-3
MIR4417	0	0	22151	-3
MIR4706	0	0	22152	-3
MIR3978	0	0	22153	-3
MIR378F	0	0	22154	-3
MIR4441	0	0	22155	-3
MIR1269B	0	0	22156	-3
MIR2392	0	0	22157	-3
MIR378E	0	0	22158	-3
MIR4435-1	0	0	22159	-3
MIR4683	0	0	22160	-3
MIR3155B	0	0	22161	-3
LOC100630923	0	0	22162	-3
LOC100631378	0	0	22163	-3
LINC01311	0	0	22164	-3
RAET1E-AS1	0	0	22165	-3
NNT-AS1	0	0	22166	-3
CACNA1C-AS1	0	0	22167	-3
LINC00539	0	0	22168	-3
LINC00702	0	0	22169	-3
KIAA1731NL	0	0	22170	-3
RCAN3AS	0	0	22171	-3
RBM5-AS1	0	0	22172	-3
MIR5197	0	0	22173	-3
MIR548AW	0	0	22174	-3
MIR5009	0	0	22175	-3
MIR3670-2	0	0	22176	-3
MIR5583-2	0	0	22177	-3
MIR5689	0	0	22178	-3
MIR4444-2	0	0	22179	-3
MIR5579	0	0	22180	-3
MIR5680	0	0	22181	-3
MIR5011	0	0	22182	-3
MIR5693	0	0	22183	-3
MIR5188	0	0	22184	-3
MIR5701-2	0	0	22185	-3
MIR5696	0	0	22186	-3
MIR4524B	0	0	22187	-3
MIR1295B	0	0	22188	-3
MIR5581	0	0	22189	-3
MIR5004	0	0	22190	-3
MIR5692B	0	0	22191	-3
MIR5100	0	0	22192	-3
MIR5695	0	0	22193	-3
MIR5692C2	0	0	22194	-3
MIR5585	0	0	22195	-3
MIR5687	0	0	22196	-3
MIR5582	0	0	22197	-3
MIR5002	0	0	22198	-3
MIR5093	0	0	22199	-3
MIR5091	0	0	22200	-3
MIR5698	0	0	22201	-3
MIR5583-1	0	0	22202	-3
MIR5705	0	0	22203	-3
MIR5587	0	0	22204	-3
MIR5003	0	0	22205	-3
MIR5700	0	0	22206	-3
MIR5707	0	0	22207	-3
MIR4436B2	0	0	22208	-3
MIR548AR	0	0	22209	-3
MIR5186	0	0	22210	-3
MIR5692A2	0	0	22211	-3
MIR5092	0	0	22212	-3
MIR5704	0	0	22213	-3
MIR3680-2	0	0	22214	-3
MIR5572	0	0	22215	-3
MIR5682	0	0	22216	-3
MIR5087	0	0	22217	-3
MIR548AU	0	0	22218	-3
MIR4666B	0	0	22219	-3
MIR5690	0	0	22220	-3
MIR4999	0	0	22221	-3
MIR5191	0	0	22222	-3
MIR5194	0	0	22223	-3
MIR664B	0	0	22224	-3
MIR5702	0	0	22225	-3
MIR5588	0	0	22226	-3
MIR5697	0	0	22227	-3
MIR5708	0	0	22228	-3
MIR5681A	0	0	22229	-3
MIR5094	0	0	22230	-3
MIR5701-1	0	0	22231	-3
MIR548AX	0	0	22232	-3
MIR5694	0	0	22233	-3
MIR5591	0	0	22234	-3
MIR5692A1	0	0	22235	-3
MIR548AO	0	0	22236	-3
MIR5590	0	0	22237	-3
MIR5196	0	0	22238	-3
MIR5684	0	0	22239	-3
MIR5008	0	0	22240	-3
MIR5090	0	0	22241	-3
MIR5685	0	0	22242	-3
MIR5580	0	0	22243	-3
MIR5688	0	0	22244	-3
MIR548AQ	0	0	22245	-3
MIR5193	0	0	22246	-3
MIR5190	0	0	22247	-3
MIR5703	0	0	22248	-3
MIR5692C1	0	0	22249	-3
MIR548AV	0	0	22250	-3
MIR5706	0	0	22251	-3
MIR5192	0	0	22252	-3
MIR5586	0	0	22253	-3
MIR5584	0	0	22254	-3
MIR5681B	0	0	22255	-3
MIR548AS	0	0	22256	-3
MIR5589	0	0	22257	-3
NEGR1-IT1	0	0	22258	-3
ZRANB2-AS2	0	0	22259	-3
CERS6-AS1	0	0	22260	-3
NARR	0	2	22261	-17778
LINC00492	0	0	22262	-4
GDNF-AS1	0	0	22263	-4
PINK1-AS	0	0	22264	-4
PDX1-AS1	0	0	22265	-4
LINC00558	0	0	22266	-4
LINC00563	0	0	22267	-4
UPK1A-AS1	0	0	22268	-4
RBMS3-AS3	0	0	22269	-4
EPN2-AS1	0	0	22270	-4
CADM2-AS2	0	0	22271	-4
FALEC	0	0	22272	-4
STEAP2-AS1	0	0	22273	-4
MTUS2-AS1	0	0	22274	-4
LINC00333	0	0	22275	-4
LINC00381	0	0	22276	-4
LINC00423	0	0	22277	-4
LINC00443	0	0	22278	-4
LINC00424	0	0	22279	-4
FRMD6-AS2	0	0	22280	-4
ATP11A-AS1	0	0	22281	-4
PRICKLE2-AS3	0	0	22282	-4
KIRREL3-AS2	0	0	22283	-4
LINC00854	0	0	22284	-4
DSCAM-IT1	0	0	22285	-4
LINC00581	0	0	22286	-4
UGDH-AS1	0	0	22287	-4
TRERNA1	0	0	22288	-4
LINC00269	0	0	22289	-4
LIPE-AS1	0	0	22290	-4
LOC100996437	0	0	22291	-4
LOC100996455	0	0	22292	-4
NAMA	0	0	22293	-4
LINC01505	0	0	22294	-4
LOC100996634	0	0	22295	-4
TCP11X2	0	0	22296	-4
LINC01356	0	0	22297	-4
PTENP1-AS	0	0	22298	-4
SNORA11E	0	0	22299	-4
SNORD121B	0	0	22300	-4
MAGEA8-AS1	0	0	22301	-4
UCHL1-AS1	0	0	22302	-4
ZNF350-AS1	0	0	22303	-4
SCHLAP1	0	0	22304	-4
LOC101805491	0	0	22305	-4
LOC101926889	0	0	22306	-4
LOC101926913	0	0	22307	-4
LOC101927045	0	0	22308	-4
LINC00682	0	0	22309	-4
LINC01470	0	0	22310	-4
LOC101927269	0	0	22311	-4
LOC101927285	0	0	22312	-4
LOC101927292	0	0	22313	-4
LOC101927354	0	0	22314	-4
LOC101927356	0	0	22315	-4
LINC01522	0	0	22316	-4
LOC101927482	0	0	22317	-4
LOC101927497	0	0	22318	-4
MEOX2-AS1	0	0	22319	-4
ANKRD44-IT1	0	0	22320	-4
LOC101927550	0	0	22321	-4
LINC01250	0	0	22322	-4
CCDC182	0	0	22323	-4
LOC101927619	0	0	22324	-4
LOC101927630	0	0	22325	-4
LINC01429	0	0	22326	-4
LOC101927865	0	0	22327	-4
LINC01508	0	0	22328	-4
LOC101928036	0	0	22329	-4
C21orf140	0	0	22330	-4
LINC01485	0	0	22331	-4
LAMA5-AS1	0	0	22332	-4
LOC101928161	0	0	22333	-4
LOC101928211	0	0	22334	-4
DARS-AS1	0	0	22335	-4
LOC101928283	0	0	22336	-4
MEI4	0	0	22337	-4
LOC101928767	0	0	22338	-4
CASC18	0	0	22339	-4
CTD-2297D10.2	0	0	22340	-4
SMIM2-AS1	0	0	22341	-4
LOC101929241	0	0	22342	-4
CASC20	0	0	22343	-4
LAMP5-AS1	0	0	22344	-4
LOC101929378	0	0	22345	-4
LOC101929380	0	0	22346	-4
LOC101929486	0	0	22347	-4
LINC00211	0	0	22348	-4
LOC101929596	0	0	22349	-4
B4GALT1-AS1	0	0	22350	-4
LINC00970	0	0	22351	-4
CISTR	0	0	22352	-4
LINC01108	0	0	22353	-4
MIR5787	0	0	22354	-4
MIR6068	0	0	22355	-4
MIR6069	0	0	22356	-4
MIR6070	0	0	22357	-4
MIR6073	0	0	22358	-4
MIR6074	0	0	22359	-4
MIR6076	0	0	22360	-4
MIR6078	0	0	22361	-4
MIR6079	0	0	22362	-4
MIR6080	0	0	22363	-4
MIR6083	0	0	22364	-4
MIR6084	0	0	22365	-4
MIR6085	0	0	22366	-4
MIR6087	0	0	22367	-4
MIR6088	0	0	22368	-4
MIR6089	0	0	22369	-4
MIR6125	0	0	22370	-4
MIR6126	0	0	22371	-4
MIR6128	0	0	22372	-4
MIR378J	0	0	22373	-4
MIR6129	0	0	22374	-4
MIR6131	0	0	22375	-4
MIR6133	0	0	22376	-4
MIR6134	0	0	22377	-4
MIR6165	0	0	22378	-4
MIR6499	0	0	22379	-4
MIR548AY	0	0	22380	-4
MIR6501	0	0	22381	-4
MIR6502	0	0	22382	-4
MIR6503	0	0	22383	-4
MIR6504	0	0	22384	-4
MIR6506	0	0	22385	-4
MIR6507	0	0	22386	-4
MIR6512	0	0	22387	-4
MIR6513	0	0	22388	-4
MIR6514	0	0	22389	-4
MIR6715B	0	0	22390	-4
MIR6717	0	0	22391	-4
MIR6511B1	0	0	22392	-4
MIR6718	0	0	22393	-4
MIR6722	0	0	22394	-4
MIR6723	0	0	22395	-4
MIR6726	0	0	22396	-4
MIR6728	0	0	22397	-4
MIR6731	0	0	22398	-4
MIR6732	0	0	22399	-4
MIR6733	0	0	22400	-4
MIR6735	0	0	22401	-4
MIR6737	0	0	22402	-4
MIR6738	0	0	22403	-4
MIR6740	0	0	22404	-4
MIR6742	0	0	22405	-4
MIR6743	0	0	22406	-4
MIR6746	0	0	22407	-4
MIR6747	0	0	22408	-4
MIR6748	0	0	22409	-4
MIR6751	0	0	22410	-4
MIR6752	0	0	22411	-4
MIR6753	0	0	22412	-4
MIR6755	0	0	22413	-4
MIR6756	0	0	22414	-4
MIR6758	0	0	22415	-4
MIR6760	0	0	22416	-4
MIR6761	0	0	22417	-4
MIR6762	0	0	22418	-4
MIR6765	0	0	22419	-4
MIR6767	0	0	22420	-4
MIR6768	0	0	22421	-4
MIR6771	0	0	22422	-4
MIR6772	0	0	22423	-4
MIR6775	0	0	22424	-4
MIR6776	0	0	22425	-4
MIR6777	0	0	22426	-4
MIR6779	0	0	22427	-4
MIR6781	0	0	22428	-4
MIR6782	0	0	22429	-4
MIR6784	0	0	22430	-4
MIR6786	0	0	22431	-4
MIR6787	0	0	22432	-4
MIR6790	0	0	22433	-4
MIR6791	0	0	22434	-4
MIR6792	0	0	22435	-4
MIR6795	0	0	22436	-4
MIR6796	0	0	22437	-4
MIR6797	0	0	22438	-4
MIR6799	0	0	22439	-4
MIR6800	0	0	22440	-4
MIR6802	0	0	22441	-4
MIR6804	0	0	22442	-4
MIR6805	0	0	22443	-4
MIR6806	0	0	22444	-4
MIR6809	0	0	22445	-4
MIR6811	0	0	22446	-4
MIR6812	0	0	22447	-4
MIR6814	0	0	22448	-4
MIR6815	0	0	22449	-4
MIR6816	0	0	22450	-4
MIR6819	0	0	22451	-4
MIR6820	0	0	22452	-4
MIR6821	0	0	22453	-4
MIR6823	0	0	22454	-4
MIR6824	0	0	22455	-4
MIR6826	0	0	22456	-4
MIR6828	0	0	22457	-4
MIR6830	0	0	22458	-4
MIR6831	0	0	22459	-4
MIR6833	0	0	22460	-4
MIR6834	0	0	22461	-4
MIR6835	0	0	22462	-4
MIR6838	0	0	22463	-4
MIR6839	0	0	22464	-4
MIR6841	0	0	22465	-4
MIR6842	0	0	22466	-4
MIR6846	0	0	22467	-4
MIR6847	0	0	22468	-4
MIR6848	0	0	22469	-4
MIR6851	0	0	22470	-4
MIR6852	0	0	22471	-4
MIR6854	0	0	22472	-4
MIR6856	0	0	22473	-4
MIR6857	0	0	22474	-4
MIR6858	0	0	22475	-4
MIR6860	0	0	22476	-4
MIR6861	0	0	22477	-4
MIR6862-1	0	0	22478	-4
MIR6864	0	0	22479	-4
MIR6865	0	0	22480	-4
MIR6867	0	0	22481	-4
MIR6869	0	0	22482	-4
MIR6870	0	0	22483	-4
MIR6872	0	0	22484	-4
MIR6876	0	0	22485	-4
MIR6877	0	0	22486	-4
MIR6878	0	0	22487	-4
MIR6881	0	0	22488	-4
MIR6882	0	0	22489	-4
MIR6883	0	0	22490	-4
MIR6885	0	0	22491	-4
MIR6886	0	0	22492	-4
MIR6888	0	0	22493	-4
MIR6890	0	0	22494	-4
MIR6892	0	0	22495	-4
MIR6895	0	0	22496	-4
MIR7107	0	0	22497	-4
MIR7109	0	0	22498	-4
MIR7110	0	0	22499	-4
MIR7111	0	0	22500	-4
MIR7113	0	0	22501	-4
MIR7152	0	0	22502	-4
MIR7153	0	0	22503	-4
MIR7154	0	0	22504	-4
MIR7157	0	0	22505	-4
MIR7161	0	0	22506	-4
MIR7160	0	0	22507	-4
MIR486-2	0	0	22508	-4
MIR7641-2	0	0	22509	-4
MIR7702	0	0	22510	-4
MIR7703	0	0	22511	-4
MIR7843	0	0	22512	-4
MIR4433B	0	0	22513	-4
MIR7844	0	0	22514	-4
MIR7845	0	0	22515	-4
MIR7846	0	0	22516	-4
MIR7849	0	0	22517	-4
MIR7850	0	0	22518	-4
MIR7852	0	0	22519	-4
MIR7854	0	0	22520	-4
MIR7855	0	0	22521	-4
MIR7856	0	0	22522	-4
MIR548BA	0	0	22523	-4
MIR7973-2	0	0	22524	-4
MIR7974	0	0	22525	-4
MIR7976	0	0	22526	-4
MIR7977	0	0	22527	-4
MIR7978	0	0	22528	-4
MIR8054	0	0	22529	-4
MIR8055	0	0	22530	-4
MIR8056	0	0	22531	-4
MIR8058	0	0	22532	-4
MIR8060	0	0	22533	-4
MIR8062	0	0	22534	-4
MIR8064	0	0	22535	-4
MIR8065	0	0	22536	-4
MIR8066	0	0	22537	-4
MIR8067	0	0	22538	-4
MIR8070	0	0	22539	-4
MIR8071-1	0	0	22540	-4
MIR8073	0	0	22541	-4
MIR8074	0	0	22542	-4
MIR8075	0	0	22543	-4
MIR8077	0	0	22544	-4
MIR8079	0	0	22545	-4
MIR8080	0	0	22546	-4
MIR8082	0	0	22547	-4
MIR8085	0	0	22548	-4
MIR8086	0	0	22549	-4
MIR8087	0	0	22550	-4
MIR8089	0	0	22551	-4
MIR7112	0	0	22552	-4
MIR6862-2	0	0	22553	-4
MIR6770-2	0	0	22554	-4
MIR6859-2	0	0	22555	-4
MIR6072	0	0	22556	-4
MIR6719	0	0	22557	-4
MIR6763	0	0	22558	-4
MIR6807	0	0	22559	-4
MIR6829	0	0	22560	-4
MIR6850	0	0	22561	-4
MIR8081	0	0	22562	-4
MIR5739	0	0	22563	-4
MIR6075	0	0	22564	-4
MIR6090	0	0	22565	-4
MIR548AZ	0	0	22566	-4
MIR6715A	0	0	22567	-4
MIR6721	0	0	22568	-4
MIR6736	0	0	22569	-4
MIR6750	0	0	22570	-4
MIR6757	0	0	22571	-4
MIR6773	0	0	22572	-4
MIR6780A	0	0	22573	-4
MIR6794	0	0	22574	-4
MIR6810	0	0	22575	-4
MIR6817	0	0	22576	-4
MIR6825	0	0	22577	-4
MIR6844	0	0	22578	-4
MIR6853	0	0	22579	-4
MIR6769B	0	0	22580	-4
MIR6874	0	0	22581	-4
MIR6880	0	0	22582	-4
MIR6887	0	0	22583	-4
MIR7106	0	0	22584	-4
MIR7114	0	0	22585	-4
MIR6077	0	0	22586	-4
MIR7162	0	0	22587	-4
MIR7515	0	0	22588	-4
MIR1273H	0	0	22589	-4
MIR7973-1	0	0	22590	-4
MIR8061	0	0	22591	-4
MIR8069-1	0	0	22592	-4
MIR8076	0	0	22593	-4
MIR6741	0	0	22594	-4
MIR6893	0	0	22595	-4
MIR1199	0	0	22596	-4
MIR6071	0	0	22597	-4
MIR6081	0	0	22598	-4
MIR6086	0	0	22599	-4
MIR6127	0	0	22600	-4
MIR6132	0	0	22601	-4
MIR6500	0	0	22602	-4
MIR6505	0	0	22603	-4
MIR6510	0	0	22604	-4
MIR6716	0	0	22605	-4
MIR892C	0	0	22606	-4
MIR6730	0	0	22607	-4
MIR6734	0	0	22608	-4
MIR6739	0	0	22609	-4
MIR6744	0	0	22610	-4
MIR6745	0	0	22611	-4
MIR6749	0	0	22612	-4
MIR6754	0	0	22613	-4
MIR6759	0	0	22614	-4
MIR6764	0	0	22615	-4
MIR6769A	0	0	22616	-4
MIR6774	0	0	22617	-4
MIR6778	0	0	22618	-4
MIR6783	0	0	22619	-4
MIR6789	0	0	22620	-4
MIR6793	0	0	22621	-4
MIR6798	0	0	22622	-4
MIR6803	0	0	22623	-4
MIR6808	0	0	22624	-4
MIR6813	0	0	22625	-4
MIR6818	0	0	22626	-4
MIR6822	0	0	22627	-4
MIR6827	0	0	22628	-4
MIR6832	0	0	22629	-4
MIR6780B	0	0	22630	-4
MIR6840	0	0	22631	-4
MIR6845	0	0	22632	-4
MIR6849	0	0	22633	-4
MIR6855	0	0	22634	-4
MIR6859-1	0	0	22635	-4
MIR6863	0	0	22636	-4
MIR6868	0	0	22637	-4
MIR6873	0	0	22638	-4
MIR6875	0	0	22639	-4
MIR6879	0	0	22640	-4
MIR6884	0	0	22641	-4
MIR6889	0	0	22642	-4
MIR6894	0	0	22643	-4
MIR7108	0	0	22644	-4
MIR7151	0	0	22645	-4
MIR7155	0	0	22646	-4
MIR7159	0	0	22647	-4
MIR7705	0	0	22648	-4
MIR6516	0	0	22649	-4
MIR7848	0	0	22650	-4
MIR7975	0	0	22651	-4
MIR8052	0	0	22652	-4
MIR8057	0	0	22653	-4
MIR8063	0	0	22654	-4
MIR8068	0	0	22655	-4
MIR8072	0	0	22656	-4
MIR8078	0	0	22657	-4
MIR8083	0	0	22658	-4
MIR8088	0	0	22659	-4
MIR8071-2	0	0	22660	-4
MIR6124	0	0	22661	-4
MIR6785	0	0	22662	-4
MIR6871	0	0	22663	-4
MIR8059	0	0	22664	-4
MIR6130	0	0	22665	-4
MIR6508	0	0	22666	-4
MIR6729	0	0	22667	-4
MIR6766	0	0	22668	-4
MIR6801	0	0	22669	-4
MIR6837	0	0	22670	-4
MIR6866	0	0	22671	-4
MIR7156	0	0	22672	-4
MIR7851	0	0	22673	-4
MIR8053	0	0	22674	-4
MIR8084	0	0	22675	-4
LOC102467080	0	0	22676	-4
LOC102467213	0	0	22677	-4
LOC102546294	0	0	22678	-4
LOC102546299	0	0	22679	-4
CTB-7E3.1	0	0	22680	-4
LINC01152	0	0	22681	-4
CTSLP2	0	0	22682	-4
FKBP1AP1	0	0	22683	-4
HPVC1	0	0	22684	-3
SH3GL1P1	0	0	22685	-3
SRD5A1P1	0	0	22686	-3
TOP1P1	0	0	22687	-3
TOP1P2	0	0	22688	-3
MKRN7P	0	0	22689	-3
INE2	0	0	22690	-3
SMAD5-AS1	0	0	22691	-3
MST1P2	0	0	22692	-3
AP1B1P1	0	0	22693	-3
DGCR11	0	0	22694	-3
DGCR9	0	0	22695	-3
DKFZP434H168	0	0	22696	-3
DKFZP434L187	0	0	22697	-3
RALGAPA1P	0	0	22698	-3
OR2L1P	0	0	22699	-3
OR5H1	0	0	22700	-3
OR1L1	0	0	22701	-3
RNU5F-1	0	0	22702	-3
RNU5E-1	0	0	22703	-3
RNU5D-1	0	0	22704	-3
FAM155B	0	2	22705	-18221
HSFY1P1	0	0	22706	-4
CECR3	0	0	22707	-4
CPS1-IT1	0	0	22708	-4
ASAP1-IT1	0	0	22709	-4
LINC00160	0	0	22710	-4
LINC00113	0	0	22711	-4
LINC00111	0	0	22712	-4
LINC00308	0	0	22713	-4
DKFZP434I0714	0	0	22714	-4
NUTM2F	0	0	22715	-4
ZNF654	0	0	22716	-4
MSX2P1	0	0	22717	-4
GSN-AS1	0	0	22718	-4
CCDC81	0	0	22719	-4
LINC00235	0	0	22720	-4
TTTY15	0	0	22721	-4
CFLAR-AS1	0	0	22722	-4
SMIM2	0	0	22723	-4
LINC00626	0	0	22724	-4
OR11H2	0	0	22725	-4
DLEU2L	0	0	22726	-4
OR52N1	0	0	22727	-4
KLF3-AS1	0	0	22728	-3
LINC00115	0	0	22729	-3
PODNL1	0	0	22730	-3
TMEM156	0	0	22731	-3
OR4P4	0	0	22732	-3
OR10V2P	0	0	22733	-2
OR6N2	0	0	22734	-2
OR2L5	0	0	22735	-2
ZNF205-AS1	0	0	22736	-2
KRTAP9-9	0	0	22737	-2
TTTY9A	0	0	22738	-2
TTTY11	0	0	22739	-2
TTTY12	0	0	22740	-2
TTTY13	0	0	22741	-2
WDR87	0	0	22742	-2
GOLGA2P2Y	0	0	22743	-2
LINC00852	0	0	22744	-2
TTTY6	0	0	22745	-2
LINC00260	0	0	22746	-2
FOXD2-AS1	0	0	22747	-2
ATP1A1-AS1	0	0	22748	-2
JMJD1C-AS1	0	0	22749	-2
MGC16275	0	0	22750	-2
ZNF835	0	0	22751	-2
C16orf93	0	0	22752	-2
ZNF697	0	0	22753	-2
LINC00923	0	0	22754	-2
MAFG-AS1	0	0	22755	-2
OTOP2	0	0	22756	-2
HTR7P1	0	0	22757	-2
DKFZp434J0226	0	0	22758	-2
HPYR1	0	0	22759	-1
CDRT7	0	0	22760	-1
CDRT8	0	0	22761	-1
DNAJA1P5	0	0	22762	-1
CSPG4P1Y	0	0	22763	-1
TTTY3	0	0	22764	-1
ZNF837	0	0	22765	-1
N4BP2L2-IT2	0	0	22766	-1
RNU86	0	0	22767	-1
RPL29P2	0	0	22768	-1
OR52J3	0	0	22769	-1
OR52R1	0	0	22770	-1
NXPE2	0	0	22771	-1
OR2AP1	0	0	22772	-1
SLC9A7P1	0	0	22773	-1
LINC00284	0	0	22774	-1
OR4L1	0	0	22775	-1
OR11H6	0	0	22776	-1
HIGD2B	0	0	22777	-1
C17orf64	0	0	22778	-1
LRRC38	0	0	22779	-1
OR2M5	0	0	22780	-1
OR2T4	0	0	22781	-1
LINC00628	0	0	22782	-1
TMEM42	0	0	22783	-1
C5orf47	0	0	22784	-1
C5orf58	0	0	22785	-1
SMEK3P	0	0	22786	-1
PISRT1	0	0	22787	-1
MLLT10P1	0	0	22788	-1
TLDC2	0	0	22789	-1
SMCR5	0	0	22790	-1
LINC00266-1	0	0	22791	-1
LIPJ	0	0	22792	-1
CFL1P1	0	0	22793	-1
C11orf40	0	0	22794	-1
C11orf94	0	0	22795	-1
A2M-AS1	0	0	22796	-1
LINC00330	0	0	22797	-1
LINC00343	0	0	22798	-1
LINC00239	0	0	22799	-1
LINC00637	0	0	22800	-1
LINC00618	0	0	22801	-1
LOC145474	0	0	22802	-1
PRR35	0	0	22803	-1
C16orf92	0	0	22804	-1
SLC22A31	0	0	22805	-1
FRG2DP	0	0	22806	-1
FLJ30679	0	0	22807	-1
C17orf77	0	0	22808	0
LINC00974	0	0	22809	0
VSIG10L	0	0	22810	0
C19orf84	0	0	22811	0
ZNF534	0	0	22812	0
LGALS16	0	0	22813	0
FAM187B	0	0	22814	0
LINC00906	0	0	22815	0
LINC00905	0	0	22816	0
LOC148696	0	0	22817	0
LOC148709	0	0	22818	0
ZNF436-AS1	0	0	22819	0
BTBD19	0	0	22820	0
LOC149684	0	0	22821	0
GTSF1L	0	0	22822	0
LOC149950	0	0	22823	0
PRR34-AS1	0	0	22824	0
TISP43	0	0	22825	0
